; c211 color library
caddar,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s42
cadddr,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s42
caddr,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s42
cadr,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s42
call-with-bytevector-output-port,procedure,2,http://www.scheme.com/tspl4/io.html#./io:s38
call-with-current-continuation,procedure,2,http://www.scheme.com/tspl4/control.html#./control:s54
call-with-input-file,procedure,2,http://www.scheme.com/tspl4/io.html#./io:s77
call-with-output-file,procedure,2,http://www.scheme.com/tspl4/io.html#./io:s78
call-with-port,procedure,2,http://www.scheme.com/tspl4/io.html#./io:s51
call-with-string-output-port,procedure,2,http://www.scheme.com/tspl4/io.html#./io:s39
call-with-values,procedure,2,http://www.scheme.com/tspl4/control.html#./control:s71
call/1cc,procedure,2,http://www.scheme.com/csug8/control.html#./control:s6
call/cc,procedure,2,http://www.scheme.com/tspl4/control.html#./control:s54
car,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s38
case,syntax,2,http://www.scheme.com/tspl4/control.html#./control:s18
case-lambda,syntax,2,http://www.scheme.com/tspl4/binding.html#./binding:s13
cdaaar,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s42
cdaadr,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s42
cdaar,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s42
cdadar,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s42
cdaddr,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s42
cdadr,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s42
cdar,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s42
cddaar,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s42
cddadr,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s42
cddar,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s42
cdddar,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s42
cddddr,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s42
cdddr,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s42
cddr,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s42
cdr,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s39
ceiling,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s103
cfl*,procedure,2,http://www.scheme.com/csug8/numeric.html#./numeric:s38
cfl+,procedure,2,http://www.scheme.com/csug8/numeric.html#./numeric:s38
cfl-,procedure,2,http://www.scheme.com/csug8/numeric.html#./numeric:s38
cfl-conjugate,procedure,2,http://www.scheme.com/csug8/numeric.html#./numeric:s39
cfl-imag-part,procedure,2,http://www.scheme.com/csug8/numeric.html#./numeric:s36
cfl-magnitude-squared,procedure,2,http://www.scheme.com/csug8/numeric.html#./numeric:s41
cfl-real-part,procedure,2,http://www.scheme.com/csug8/numeric.html#./numeric:s36
cfl/,procedure,2,http://www.scheme.com/csug8/numeric.html#./numeric:s38
cfl=,procedure,2,http://www.scheme.com/csug8/numeric.html#./numeric:s37
cflonum?,procedure,2,http://www.scheme.com/csug8/numeric.html#./numeric:s13
char-,procedure,2,http://www.scheme.com/csug8/objects.html#./objects:s16
char->integer,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s210
char-alphabetic?,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s203
char-ci<=?,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s202
char-ci<?,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s202
char-ci=?,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s202
char-ci>=?,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s202
char-ci>?,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s202
char-downcase,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s207
char-foldcase,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s209
char-general-category,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s205
char-lower-case?,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s204
char-name,procedure,2,http://www.scheme.com/csug8/io.html#./io:s98
char-numeric?,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s203
char-ready?,procedure,2,http://www.scheme.com/csug8/io.html#./io:s61
char-title-case?,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s204
char-titlecase,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s208
char-upcase,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s206
char-upper-case?,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s204
char-whitespace?,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s203
char<=?,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s201
char<?,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s201
char=?,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s201
char>=?,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s201
char>?,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s201
char?,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s19
chmod,procedure,2,http://www.scheme.com/csug8/io.html#./io:s136
clear-input-port,procedure,2,http://www.scheme.com/csug8/io.html#./io:s34
clear-output-port,procedure,2,http://www.scheme.com/csug8/io.html#./io:s35
close-input-port,procedure,2,http://www.scheme.com/tspl4/io.html#./io:s88
close-output-port,procedure,2,http://www.scheme.com/tspl4/io.html#./io:s88
close-port,procedure,2,http://www.scheme.com/tspl4/io.html#./io:s46
collect,procedure,2,http://www.scheme.com/csug8/smgmt.html#./smgmt:s9
command-line,procedure,2,http://www.scheme.com/tspl4/libraries.html#./libraries:s17
compile,procedure,2,http://www.scheme.com/csug8/system.html#./system:s44
compile-file,procedure,2,http://www.scheme.com/csug8/system.html#./system:s55
compile-library,procedure,2,http://www.scheme.com/csug8/system.html#./system:s61
compile-port,procedure,2,http://www.scheme.com/csug8/system.html#./system:s64
compile-program,procedure,2,http://www.scheme.com/csug8/system.html#./system:s62
compile-script,procedure,2,http://www.scheme.com/csug8/system.html#./system:s58
complex?,procedure,2,http://www.scheme.com/tspl4/objects.html#./objects:s17
cond,syntax,2,http://www.scheme.com/tspl4/control.html#./control:s13
condition,procedure,2,http://www.scheme.com/tspl4/exceptions.html#./exceptions:s15
condition-accessor,procedure,2,http://www.scheme.com/tspl4/exceptions.html#./exceptions:s18
condition-broadcast,procedure,2,http://www.scheme.com/csug8/threads.html#./threads:s15
condition-continuation,procedure,2,http://www.scheme.com/csug8/system.html#./system:s6
condition-irritants,procedure,2,http://www.scheme.com/tspl4/exceptions.html#./exceptions:s25
condition-message,procedure,2,http://www.scheme.com/tspl4/exceptions.html#./exceptions:s24
condition-predicate,procedure,2,http://www.scheme.com/tspl4/exceptions.html#./exceptions:s18
condition-signal,procedure,2,http://www.scheme.com/csug8/threads.html#./threads:s14
condition-wait,procedure,2,http://www.scheme.com/csug8/threads.html#./threads:s13
condition-who,procedure,2,http://www.scheme.com/tspl4/exceptions.html#./exceptions:s26
